[2010-03-06 23:30] [IC: Local Do] * What does Troy see? *      ((LaTroy Linus))
[2010-03-07 19:55] [IC: Local Do] * it reads AT&R alex's towin' an' recovery *      ((Paddy Felds))
[2010-03-07 19:55] [IC: Local Do] * Call Paddy on 40988 *      ((Paddy Felds))
[2010-03-07 19:55] [IC: Local Do] * Do my kicks hit LaTroy? *      ((Nathan Spencer))
[2010-03-07 19:55] [IC: Local Do] * Yeah, but then LaTroy puts his hands over his chest and rolls over onto his right side. *      ((LaTroy Linus))
[2010-03-07 19:56] [IC: Local Do] * Success. *      ((LaTroy Linus))
[2010-03-07 19:56] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 19:56] [IC: Local Do] * Do I notice the Ak-47 on Joseph's back? *      ((Zachary Bluestein))
[2010-03-07 19:57] [IC: Local Do] * No, A bag hangs *      ((Joseph McVey))
[2010-03-07 19:57] [IC: Local Do] * Fail *      ((Joseph McVey))
[2010-03-07 19:57] [IC: Local Do] * Holding the black briefcase. *      ((Jamie Reeves))
[2010-03-07 19:57] [IC: Local Do] * Haruki and Matsuko is using a pair of gloves on their hands. *      ((Haruki Kenshi))
[2010-03-07 19:57] [IC: Local Do] * The trunk is unlocked. *      ((Jamie Reeves))
[2010-03-07 19:57] [IC: Local Do] * Success. *      ((LaTroy Linus))
[2010-03-07 19:58] [IC: Local Do] * Pull you up onto you knees. *      ((Nathan Spencer))
[2010-03-07 19:58] [IC: Local Do] * The trunk is open *      ((Lino Kazuma))
[2010-03-07 19:59] [IC: Local Do] * LaTroy , are you leaned onto the bike? *      ((Nathan Spencer))
[2010-03-07 19:59] [IC: Local Do] * On your back? *      ((Nathan Spencer))
[2010-03-07 19:59] [IC: Local Do] * On my stomach. *      ((LaTroy Linus))
[2010-03-07 19:59] [IC: Local Do] * *SLAM* *      ((Marshal Carfield))
[2010-03-07 19:59] [IC: Local Do] * Any ressistance? *      ((Nathan Spencer))
[2010-03-07 19:59] [IC: Local Do] * No.. *      ((LaTroy Linus))
[2010-03-07 20:00] [IC: Local Do] * Stafford Trunk open. *      ((Haruki Kenshi))
[2010-03-07 20:00] [IC: Local Do] * What does Timothy see? *      ((Timothy York))
[2010-03-07 20:00] [IC: Local Do] * Windows are rolled up. *      ((Tom Clark))
[2010-03-07 20:01] [IC: Local Do] * What does it see? *      ((Timothy York))
[2010-03-07 20:01] [IC: Local Do] * Bleeding from his nose and forehead. *      ((LaTroy Linus))
[2010-03-07 20:02] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 20:03] [IC: Local Do] * Is there blood on it? *      ((Nathan Spencer))
[2010-03-07 20:03] [IC: Local Do] * The garage fixes the car *      ((Akio Katashi))
[2010-03-07 20:04] [IC: Local Do] * A rib holder is attached. *      ((Nathan Spencer))
[2010-03-07 20:04] [IC: Local Do] * The black briefcase is under the Matsuko's seat. *      ((Haruki Kenshi))
[2010-03-07 20:07] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 20:10] [IC: Local Do] * Hic. *      ((Davis Baker))
[2010-03-07 20:11] [IC: Local Do] * Succeeds *      ((Davis Baker))
[2010-03-07 20:12] [IC: Local Do] * 1/4 *      ((Marshal Carfield))
[2010-03-07 20:12] [IC: Local Do] * 2/4 *      ((Marshal Carfield))
[2010-03-07 20:12] [IC: Local Do] * 3/4 *      ((Marshal Carfield))
[2010-03-07 20:12] [IC: Local Do] * Khizar has a belt on, which has a radio and some pockets. A megaphone also attached to it *      ((Khizar Ellahi))
[2010-03-07 20:12] [IC: Local Do] * 4/4 *      ((Marshal Carfield))
[2010-03-07 20:12] [IC: Local Do] * Khizar has a Earpiece in his ear *      ((Khizar Ellahi))
[2010-03-07 20:14] [IC: Local Do] * 1/4 *      ((Marshal Carfield))
[2010-03-07 20:14] [IC: Local Do] * 2/4 *      ((Marshal Carfield))
[2010-03-07 20:14] [IC: Local Do] * 3/4 *      ((Marshal Carfield))
[2010-03-07 20:14] [IC: Local Do] * 4/4 *      ((Marshal Carfield))
[2010-03-07 20:15] [IC: Local Do] * succed *      ((Charlie Thorn))
[2010-03-07 20:15] [IC: Local Do] * Do i see anything infront of me? *      ((Earl Peterson))
[2010-03-07 20:15] [IC: Local Do] * A part comes off *      ((Khizar Ellahi))
[2010-03-07 20:15] [IC: Local Do] * Airbag poops up *      ((Vladimir Burin))
[2010-03-07 20:15] [IC: Local Do] * no airbags in my car *      ((Vincenzo Corleone))
[2010-03-07 20:15] [IC: Local Do] * A narrow bike ramp on the floor, some straps, some empty beer bottles. *      ((Jimmy Jones))
[2010-03-07 20:16] [IC: Local Do] * There's a black plastic box in Kay's hands. It's closed. *      ((Kay Mirlor))
[2010-03-07 20:16] [IC: Local Do] * There is a grey detective badge hanging around Edward's neck. *      ((Edward Parker))
[2010-03-07 20:16] [IC: Local Do] * Th airbag in steer poops up. *      ((Vincenzo Corleone))
[2010-03-07 20:17] [IC: Local Do] * a little bleeding from Vincenzos head *      ((Vincenzo Corleone))
[2010-03-07 20:18] [IC: Local Do] * you see Johns hand look wirdly twisted *      ((John Fendal))
[2010-03-07 20:19] [IC: Local Do] * There is a colt.45 on Jamies right hip. *      ((Jamie Reeves))
[2010-03-07 20:21] [IC: Local Do] * you can see big scar on drakes face *      ((Drake Jonson))
[2010-03-07 20:21] [IC: Local Do] * you can see gray bandana hanging out from drakes pocket *      ((Drake Jonson))
[2010-03-07 20:21] [IC: Local Do] * Is that a AK-47 i notices? *      ((Justin McKaine))
[2010-03-07 20:22] [IC: Local Do] * no, nothing on my back *      ((Vincenzo Corleone))
[2010-03-07 20:22] [IC: Local Do] * The Ak-47 Is in the trunk! *      ((John Fendal))
[2010-03-07 20:24] [IC: Local Do] * Click *      ((Greg Norris))
[2010-03-07 20:24] [IC: Local Do] * it looks more or less, repaired *      ((Vincenzo Corleone))
[2010-03-07 20:25] [IC: Local Do] * more *      ((Bill Johnson))
[2010-03-07 20:25] [IC: Local Do] * Both back doors are open and the ramp is down on the ground. *      ((Jimmy Jones))
[2010-03-07 20:26] [IC: Local Do] * Do I notice the Ak-47 on Justin's back? *      ((Zachary Bluestein))
[2010-03-07 20:26] [IC: Local Do] * What AK? *      ((John Fendal))
[2010-03-07 20:26] [IC: Local Do] * No. *      ((Justin McKaine))
[2010-03-07 20:26] [IC: Local Do] * The bike was already pushed by Earl. *      ((Earl Peterson))
[2010-03-07 20:28] [IC: Local Do] * The doors and shit all wrapped up and shut? *      ((Jimmy Jones))
[2010-03-07 20:28] [IC: Local Do] * Yes *      ((Earl Peterson))
[2010-03-07 20:28] [IC: Local Do] * You see a grey bandana tied to his arm. *      ((DieselPepu))
[2010-03-07 20:28] [IC: Local Do] * Our shit is wrapped and shut *      ((Earl Peterson))
[2010-03-07 20:29] [IC: Local Do] * 1/3 *      ((Vladimir Burin))
[2010-03-07 20:29] [IC: Local Do] * 2/3 *      ((Vladimir Burin))
[2010-03-07 20:29] [IC: Local Do] * 3/3 *      ((Vladimir Burin))
[2010-03-07 20:29] [IC: Local Do] * forms a "E","B","D" with his fingers and throws it in the air *      ((Adam Benjamin))
[2010-03-07 20:29] [IC: Local Do] * You see a grey bandana tied to his arm. *      ((Raymond Straight))
[2010-03-07 20:30] [IC: Local Do] * forms a "E","B","D" with his fingers and throws it in the air *      ((Adam Benjamin))
[2010-03-07 20:30] [IC: Local Do] * You see a grey bandana tied to his arm. *      ((Raymond Straight))
[2010-03-07 20:31] [IC: Local Do] * the Garage door opens *      ((Greg Norris))
[2010-03-07 20:31] [IC: Local Do] * You see a grey bandana tied to his arm. *      ((Raymond Straight))
[2010-03-07 20:31] [IC: Local Do] * Suceeds? *      ((Vincenzo Corleone))
[2010-03-07 20:31] [IC: Local Do] * succes *      ((Ruurd Spoel))
[2010-03-07 20:31] [IC: Local Do] * You see a grey bandana tied around his arm. *      ((Raymond Straight))
[2010-03-07 20:32] [IC: Local Do] * There's a black plastic box in Kay's hands. It's closed. *      ((Kay Mirlor))
[2010-03-07 20:33] [IC: Local Do] * i am draging you *      ((Vincenzo Corleone))
[2010-03-07 20:33] [IC: Local Do] * There is a colt.45 on Jamies right hip. *      ((Jamie Reeves))
[2010-03-07 20:37] [IC: Local Do] * Timothy's foot his beating on the ground at the same time as the beat *      ((Timothy York))
[2010-03-07 20:38] [IC: Local Do] * forms a "E","B","D" with his fingers and throws it in the air *      ((Adam Benjamin))
[2010-03-07 20:38] [IC: Local Do] * forms a "E","B","D" with his fingers and throws it in the air *      ((Adam Benjamin))
[2010-03-07 20:38] [IC: Local Do] * the safe is in the wall behind the cabinet. *      ((Alex Fields))
[2010-03-07 20:39] [IC: Local Do] * succeeds *      ((Tyrone Lea))
[2010-03-07 20:39] [IC: Local Do] * then run away *      ((Jenna Lea))
[2010-03-07 20:40] [IC: Local Do] * diablo happily runs out with a small blue ball in his mouth *      ((Caesar Vasquez))
[2010-03-07 20:41] [IC: Local Do] * Diablo is standing behind Caesar *      ((Caesar Vasquez))
[2010-03-07 20:42] [IC: Local Do] * Diablo jumps in the car on the passenger seat, shaking his small tail *      ((Caesar Vasquez))
[2010-03-07 20:42] [IC: Local Do] * :O *      ((Jenna Lea))
[2010-03-07 20:42] [IC: Local Do] * diablo drops the ball *      ((Caesar Vasquez))
[2010-03-07 20:43] [IC: Local Do] * There's the POII Badge inside. *      ((Kay Mirlor))
[2010-03-07 20:44] [IC: Local Do] * Any visible injures? *      ((Justin McKaine))
[2010-03-07 20:45] [IC: Local Do] * Diablo lays down on the seat and yawns *      ((Caesar Vasquez))
[2010-03-07 20:46] [IC: Local Do] * Is it red? *      ((Jenna Lea))
[2010-03-07 20:46] [IC: Local Do] * hand print on tyrone cheek *      ((Tyrone Lea))
[2010-03-07 20:46] [IC: Local Do] * You can see a small white English Bulldog puppy lying on the passenger seat of the Blade *      ((Caesar Vasquez))
[2010-03-07 20:47] [IC: Local Do] * Any injuries on Khizar? *      ((Tom Clark))
[2010-03-07 20:47] [IC: Local Do] * Head injury *      ((Khizar Ellahi))
[2010-03-07 20:47] [IC: Local Do] * Bleeding? *      ((Tom Clark))
[2010-03-07 20:47] [IC: Local Do] * Cut *      ((Khizar Ellahi))
[2010-03-07 20:48] [IC: Local Do] * Yes. On forehead. where cut is *      ((Khizar Ellahi))
[2010-03-07 20:49] [IC: Local Do] * Does the bleeding stops? *      ((Tom Clark))
[2010-03-07 20:49] [IC: Local Do] * Yes *      ((Khizar Ellahi))
[2010-03-07 20:49] [IC: Local Do] * You can see 4 donuts inside the box *      ((Mike Taylor))
[2010-03-07 20:50] [IC: Local Do] * Succeeds? *      ((Tom Clark))
[2010-03-07 20:50] [IC: Local Do] * sucess *      ((Khizar Ellahi))
[2010-03-07 20:51] [IC: Local Do] * Box is open. *      ((Kay Mirlor))
[2010-03-07 20:52] [IC: Local Do] * diablo barks twice *      ((Caesar Vasquez))
[2010-03-07 20:52] [IC: Local Do] * What about her foot? *      ((Jenna Lea))
[2010-03-07 20:52] [IC: Local Do] * Is that a AK47 i notices ? *      ((Justin McKaine))
[2010-03-07 20:52] [IC: Local Do] * Joseph is wearing a bag *      ((Joseph McVey))
[2010-03-07 20:52] [IC: Local Do] * pshh *      ((Tyrone Lea))
[2010-03-07 20:53] [IC: Local Do] * Succeeds *      ((Jenna Lea))
[2010-03-07 20:53] [IC: Local Do] * what wearing? *      ((Tyrone Lea))
[2010-03-07 20:53] [IC: Local Do] * Jeans *      ((Jenna Lea))
[2010-03-07 20:53] [IC: Local Do] * Succeeds? *      ((Jenna Lea))
[2010-03-07 20:53] [IC: Local Do] * fail i hold you there :O *      ((Tyrone Lea))
[2010-03-07 20:53] [IC: Local Do] * Box is open. *      ((Kay Mirlor))
[2010-03-07 20:54] [IC: Local Do] * Is he stronger?:/ *      ((Jenna Lea))
[2010-03-07 20:54] [IC: Local Do] * yes *      ((Tyrone Lea))
[2010-03-07 20:55] [IC: Local Do] * You hear a very loud scream *      ((Jenna Lea))
[2010-03-07 20:55] [IC: Local Do] * Hurts in your ears :O *      ((Jenna Lea))
[2010-03-07 20:56] [IC: Local Do] * You see Jimmy wearing a large sportsbag *      ((Joseph McVey))
[2010-03-07 20:57] [IC: Local Do] * Diablo is sitting on the passenger seat *      ((Caesar Vasquez))
[2010-03-07 20:59] [IC: Local Do] * VERY RED HAND PRINT :O *      ((Jenna Lea))
[2010-03-07 21:01] [IC: Local Do] * I wonder how she can get him to speak :O *      ((Tyrone Lea))
[2010-03-07 21:01] [IC: Local Do] * PERV :D *      ((Jenna Lea))
[2010-03-07 21:02] [IC: Local Do] * :O* lol *      ((Jenna Lea))
[2010-03-07 21:02] [IC: Local Do] * You see a small white English bulldog puppy sitting on the passenger seat of the Blade *      ((Caesar Vasquez))
[2010-03-07 21:03] [IC: Local Do] * Diablo jumps on the backseat, biting on his ball *      ((Caesar Vasquez))
[2010-03-07 21:03] [IC: Local Do] * succeds? *      ((Charlestone))
[2010-03-07 21:03] [IC: Local Do] * what do I fin *      ((John Fendal))
[2010-03-07 21:03] [IC: Local Do] * carissa has a nice body, blue eys and blonde hair *      ((Paddy Felds))
[2010-03-07 21:03] [IC: Local Do] * you find 55 dollars *      ((CyCl0nE))
[2010-03-07 21:04] [IC: Local Do] * paddy is wearing a clown mask and costume *      ((Paddy Felds))
[2010-03-07 21:04] [IC: Local Do] * paddy is wearing a clown mask and costume *      ((Paddy Felds))
[2010-03-07 21:04] [IC: Local Do] * Succes? *      ((John Fendal))
[2010-03-07 21:04] [IC: Local Do] * yes im unconcious *      ((CyCl0nE))
[2010-03-07 21:06] [IC: Local Do] * English Bulldog *      ((Caesar Vasquez))
[2010-03-07 21:06] [IC: Local Do] * slight bulge on paddy's waist, at his back *      ((Paddy Felds))
[2010-03-07 21:07] [IC: Local Do] * You see several bleeding to leonardo's head. *      ((Leonardo Riba))
[2010-03-07 21:08] [IC: Local Do] * Succed? *      ((Frank Paterno))
[2010-03-07 21:08] [IC: Local Do] * burrito's windows are tinted *      ((Paddy Felds))
[2010-03-07 21:08] [IC: Local Do] * DOn't need to *      ((Leonardo Riba))
[2010-03-07 21:08] [IC: Local Do] * Blood scroscing to leonarrd' body *      ((Leonardo Riba))
[2010-03-07 21:10] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 21:11] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 21:11] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 21:11] [IC: Local Do] * burrito's windows are tinted *      ((Paddy Felds))
[2010-03-07 21:11] [IC: Local Do] * burrito's windows are tinted *      ((Paddy Felds))
[2010-03-07 21:11] [IC: Local Do] * burrito's windows are tinted *      ((Paddy Felds))
[2010-03-07 21:11] [IC: Local Do] * Sever bleeding on head . Really hardly. *      ((Leonardo Riba))
[2010-03-07 21:12] [IC: Local Do] * burrito's windows are tinted *      ((Paddy Felds))
[2010-03-07 21:16] [IC: Local Do] * The bike is black with flame stickers on it's rear. *      ((Earl Peterson))
[2010-03-07 21:16] [IC: Local Do] * You see me in /crack *      ((Leonardo Riba))
[2010-03-07 21:18] [IC: Local Do] * burrit's windows are tinted *      ((Paddy Felds))
[2010-03-07 21:18] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
